Run,RELEASE_ALT,RELEASE_MASS,RunName,Fatalities,MASS_MEAN_DIAMETER,WIND_DIRECTION,Day
1016,180,1200,Run_1016,45,2.00E-05,140,3
1022,180,1400,Run_1022,74,2.00E-05,140,3
1023,180,1400,Run_1023,75,4.00E-05,140,3
1024,180,1400,Run_1024,72,6.00E-05,140,3
1025,180,1400,Run_1025,72,8.00E-05,140,3
1026,180,1400,Run_1026,70,1.00E-04,140,3
1057,200,1400,Run_1057,56,1.00E-05,140,3
1058,200,1400,Run_1058,52,2.00E-05,140,3
1059,200,1400,Run_1059,54,4.00E-05,140,3
1060,200,1400,Run_1060,52,6.00E-05,140,3
1061,200,1400,Run_1061,55,8.00E-05,140,3
1062,200,1400,Run_1062,51,1.00E-04,140,3
1171,40,1600,Run_1171,54,1.00E-05,160,3
1172,40,1600,Run_1172,54,2.00E-05,160,3
1173,40,1600,Run_1173,53,4.00E-05,160,3
1174,40,1600,Run_1174,51,6.00E-05,160,3
1177,40,1800,Run_1177,60,1.00E-05,160,3
1178,40,1800,Run_1178,60,2.00E-05,160,3
1179,40,1800,Run_1179,58,4.00E-05,160,3
1180,40,1800,Run_1180,58,6.00E-05,160,3
1181,40,1800,Run_1181,56,8.00E-05,160,3
1182,40,1800,Run_1182,54,1.00E-04,160,3
1183,40,2000,Run_1183,65,1.00E-05,160,3
1184,40,2000,Run_1184,65,2.00E-05,160,3
1185,40,2000,Run_1185,64,4.00E-05,160,3
1186,40,2000,Run_1186,62,6.00E-05,160,3
1187,40,2000,Run_1187,60,8.00E-05,160,3
1188,40,2000,Run_1188,60,1.00E-04,160,3
1195,80,1200,Run_1195,45,1.00E-05,160,3
1201,80,1400,Run_1201,53,1.00E-05,160,3
1202,80,1400,Run_1202,53,2.00E-05,160,3
1203,80,1400,Run_1203,52,4.00E-05,160,3
1207,80,1600,Run_1207,58,1.00E-05,160,3
1208,80,1600,Run_1208,57,2.00E-05,160,3
1209,80,1600,Run_1209,56,4.00E-05,160,3
1210,80,1600,Run_1210,54,6.00E-05,160,3
1211,80,1600,Run_1211,52,8.00E-05,160,3
1213,80,1800,Run_1213,64,1.00E-05,160,3
1214,80,1800,Run_1214,64,2.00E-05,160,3
1215,80,1800,Run_1215,62,4.00E-05,160,3
1216,80,1800,Run_1216,60,6.00E-05,160,3
1217,80,1800,Run_1217,58,8.00E-05,160,3
1218,80,1800,Run_1218,54,1.00E-04,160,3
1219,80,2000,Run_1219,70,1.00E-05,160,3
1220,80,2000,Run_1220,70,2.00E-05,160,3
1221,80,2000,Run_1221,69,4.00E-05,160,3
1222,80,2000,Run_1222,66,6.00E-05,160,3
1223,80,2000,Run_1223,62,8.00E-05,160,3
1224,80,2000,Run_1224,60,1.00E-04,160,3
1239,100,1400,Run_1239,50,4.00E-05,160,3
1243,100,1600,Run_1243,58,1.00E-05,160,3
1244,100,1600,Run_1244,57,2.00E-05,160,3
1245,100,1600,Run_1245,56,4.00E-05,160,3
1246,100,1600,Run_1246,54,6.00E-05,160,3
1247,100,1600,Run_1247,51,8.00E-05,160,3
1248,100,1600,Run_1248,49,1.00E-04,160,3
1249,100,1800,Run_1249,60,1.00E-05,160,3
1250,100,1800,Run_1250,60,2.00E-05,160,3
1251,100,1800,Run_1251,61,4.00E-05,160,3
1252,100,1800,Run_1252,58,6.00E-05,160,3
1253,100,1800,Run_1253,56,8.00E-05,160,3
1254,100,1800,Run_1254,54,1.00E-04,160,3
1255,100,2000,Run_1255,66,1.00E-05,160,3
1256,100,2000,Run_1256,66,2.00E-05,160,3
1257,100,2000,Run_1257,64,4.00E-05,160,3
1258,100,2000,Run_1258,61,6.00E-05,160,3
1259,100,2000,Run_1259,58,8.00E-05,160,3
1260,100,2000,Run_1260,56,1.00E-04,160,3
1273,120,1400,Run_1273,52,1.00E-05,160,3
1274,120,1400,Run_1274,52,2.00E-05,160,3
1275,120,1400,Run_1275,51,4.00E-05,160,3
1279,120,1600,Run_1279,58,1.00E-05,160,3
1280,120,1600,Run_1280,58,2.00E-05,160,3
1281,120,1600,Run_1281,57,4.00E-05,160,3
1282,120,1600,Run_1282,56,6.00E-05,160,3
1283,120,1600,Run_1283,54,8.00E-05,160,3
1284,120,1600,Run_1284,52,1.00E-04,160,3
1285,120,1800,Run_1285,60,1.00E-05,160,3
1286,120,1800,Run_1286,60,2.00E-05,160,3
1287,120,1800,Run_1287,60,4.00E-05,160,3
1288,120,1800,Run_1288,58,6.00E-05,160,3
1289,120,1800,Run_1289,56,8.00E-05,160,3
1290,120,1800,Run_1290,54,1.00E-04,160,3
1291,120,2000,Run_1291,66,1.00E-05,160,3
1292,120,2000,Run_1292,66,2.00E-05,160,3
1293,120,2000,Run_1293,66,4.00E-05,160,3
1294,120,2000,Run_1294,64,6.00E-05,160,3
1295,120,2000,Run_1295,62,8.00E-05,160,3
1296,120,2000,Run_1296,60,1.00E-04,160,3
1309,140,1400,Run_1309,52,1.00E-05,160,3
1310,140,1400,Run_1310,52,2.00E-05,160,3
1311,140,1400,Run_1311,52,4.00E-05,160,3
1312,140,1400,Run_1312,51,6.00E-05,160,3
1315,140,1600,Run_1315,58,1.00E-05,160,3
1316,140,1600,Run_1316,58,2.00E-05,160,3
1317,140,1600,Run_1317,58,4.00E-05,160,3
1318,140,1600,Run_1318,57,6.00E-05,160,3
1319,140,1600,Run_1319,55,8.00E-05,160,3
1320,140,1600,Run_1320,52,1.00E-04,160,3
1321,140,1800,Run_1321,61,1.00E-05,160,3
1322,140,1800,Run_1322,60,2.00E-05,160,3
1323,140,1800,Run_1323,60,4.00E-05,160,3
1324,140,1800,Run_1324,60,6.00E-05,160,3
1325,140,1800,Run_1325,58,8.00E-05,160,3
1326,140,1800,Run_1326,56,1.00E-04,160,3
1327,140,2000,Run_1327,65,1.00E-05,160,3
1328,140,2000,Run_1328,64,2.00E-05,160,3
1329,140,2000,Run_1329,66,4.00E-05,160,3
1330,140,2000,Run_1330,64,6.00E-05,160,3
1331,140,2000,Run_1331,62,8.00E-05,160,3
1332,140,2000,Run_1332,60,1.00E-04,160,3
1345,160,1400,Run_1345,51,1.00E-05,160,3
1351,160,1600,Run_1351,58,1.00E-05,160,3
1352,160,1600,Run_1352,56,2.00E-05,160,3
1353,160,1600,Run_1353,56,4.00E-05,160,3
1354,160,1600,Run_1354,55,6.00E-05,160,3
1355,160,1600,Run_1355,54,8.00E-05,160,3
1357,160,1800,Run_1357,62,1.00E-05,160,3
1358,160,1800,Run_1358,62,2.00E-05,160,3
1359,160,1800,Run_1359,62,4.00E-05,160,3
1360,160,1800,Run_1360,60,6.00E-05,160,3
1361,160,1800,Run_1361,58,8.00E-05,160,3
1362,160,1800,Run_1362,56,1.00E-04,160,3
1363,160,2000,Run_1363,65,1.00E-05,160,3
1364,160,2000,Run_1364,65,2.00E-05,160,3
1365,160,2000,Run_1365,65,4.00E-05,160,3
1366,160,2000,Run_1366,66,6.00E-05,160,3
1367,160,2000,Run_1367,62,8.00E-05,160,3
1368,160,2000,Run_1368,62,1.00E-04,160,3
1383,180,1400,Run_1383,47,4.00E-05,160,3
1384,180,1400,Run_1384,46,6.00E-05,160,3
1387,180,1600,Run_1387,54,1.00E-05,160,3
1388,180,1600,Run_1388,54,2.00E-05,160,3
1389,180,1600,Run_1389,54,4.00E-05,160,3
1390,180,1600,Run_1390,52,6.00E-05,160,3
1393,180,1800,Run_1393,60,1.00E-05,160,3
1394,180,1800,Run_1394,59,2.00E-05,160,3
1395,180,1800,Run_1395,59,4.00E-05,160,3
1396,180,1800,Run_1396,58,6.00E-05,160,3
1397,180,1800,Run_1397,56,8.00E-05,160,3
1398,180,1800,Run_1398,54,1.00E-04,160,3
1399,180,2000,Run_1399,63,1.00E-05,160,3
1400,180,2000,Run_1400,64,2.00E-05,160,3
1401,180,2000,Run_1401,64,4.00E-05,160,3
1402,180,2000,Run_1402,63,6.00E-05,160,3
1403,180,2000,Run_1403,60,8.00E-05,160,3
1404,180,2000,Run_1404,58,1.00E-04,160,3
1426,200,1600,Run_1426,48,6.00E-05,160,3
1429,200,1800,Run_1429,52,1.00E-05,160,3
1430,200,1800,Run_1430,54,2.00E-05,160,3
1431,200,1800,Run_1431,52,4.00E-05,160,3
1432,200,1800,Run_1432,51,6.00E-05,160,3
1435,200,2000,Run_1435,60,1.00E-05,160,3
1436,200,2000,Run_1436,60,2.00E-05,160,3
1437,200,2000,Run_1437,59,4.00E-05,160,3
1438,200,2000,Run_1438,59,6.00E-05,160,3
1439,200,2000,Run_1439,55,8.00E-05,160,3
1440,200,2000,Run_1440,53,1.00E-04,160,3
1536,40,1600,Run_1536,47,1.00E-04,180,3
1537,40,1800,Run_1537,56,1.00E-05,180,3
1538,40,1800,Run_1538,56,2.00E-05,180,3
1539,40,1800,Run_1539,54,4.00E-05,180,3
1540,40,1800,Run_1540,53,6.00E-05,180,3
1541,40,1800,Run_1541,52,8.00E-05,180,3
1543,40,2000,Run_1543,60,1.00E-05,180,3
1544,40,2000,Run_1544,60,2.00E-05,180,3
1545,40,2000,Run_1545,60,4.00E-05,180,3
1546,40,2000,Run_1546,58,6.00E-05,180,3
1547,40,2000,Run_1547,58,8.00E-05,180,3
1548,40,2000,Run_1548,56,1.00E-04,180,3
1567,80,1600,Run_1567,52,1.00E-05,180,3
1568,80,1600,Run_1568,52,2.00E-05,180,3
1569,80,1600,Run_1569,52,4.00E-05,180,3
1570,80,1600,Run_1570,50,6.00E-05,180,3
1573,80,1800,Run_1573,56,1.00E-05,180,3
1574,80,1800,Run_1574,56,2.00E-05,180,3
1575,80,1800,Run_1575,55,4.00E-05,180,3
1576,80,1800,Run_1576,54,6.00E-05,180,3
1577,80,1800,Run_1577,52,8.00E-05,180,3
1579,80,2000,Run_1579,60,1.00E-05,180,3
1580,80,2000,Run_1580,60,2.00E-05,180,3
1581,80,2000,Run_1581,59,4.00E-05,180,3
1582,80,2000,Run_1582,56,6.00E-05,180,3
1583,80,2000,Run_1583,54,8.00E-05,180,3
1584,80,2000,Run_1584,52,1.00E-04,180,3
1598,100,1400,Run_1598,46,2.00E-05,180,3
1603,100,1600,Run_1603,52,1.00E-05,180,3
1604,100,1600,Run_1604,52,2.00E-05,180,3
1609,100,1800,Run_1609,52,1.00E-05,180,3
1610,100,1800,Run_1610,53,2.00E-05,180,3
1611,100,1800,Run_1611,54,4.00E-05,180,3
1612,100,1800,Run_1612,51,6.00E-05,180,3
1613,100,1800,Run_1613,50,8.00E-05,180,3
1614,100,1800,Run_1614,48,1.00E-04,180,3
1615,100,2000,Run_1615,56,1.00E-05,180,3
1616,100,2000,Run_1616,56,2.00E-05,180,3
1617,100,2000,Run_1617,55,4.00E-05,180,3
1618,100,2000,Run_1618,52,6.00E-05,180,3
1619,100,2000,Run_1619,51,8.00E-05,180,3
1639,120,1600,Run_1639,50,1.00E-05,180,3
1645,120,1800,Run_1645,52,1.00E-05,180,3
1646,120,1800,Run_1646,52,2.00E-05,180,3
1647,120,1800,Run_1647,52,4.00E-05,180,3
1648,120,1800,Run_1648,51,6.00E-05,180,3
1650,120,1800,Run_1650,48,1.00E-04,180,3
1651,120,2000,Run_1651,56,1.00E-05,180,3
1652,120,2000,Run_1652,56,2.00E-05,180,3
1653,120,2000,Run_1653,55,4.00E-05,180,3
1654,120,2000,Run_1654,54,6.00E-05,180,3
1655,120,2000,Run_1655,52,8.00E-05,180,3
1681,140,1800,Run_1681,52,1.00E-05,180,3
1682,140,1800,Run_1682,52,2.00E-05,180,3
1683,140,1800,Run_1683,52,4.00E-05,180,3
1684,140,1800,Run_1684,51,6.00E-05,180,3
1687,140,2000,Run_1687,54,1.00E-05,180,3
1688,140,2000,Run_1688,54,2.00E-05,180,3
1689,140,2000,Run_1689,54,4.00E-05,180,3
1690,140,2000,Run_1690,54,6.00E-05,180,3
1691,140,2000,Run_1691,52,8.00E-05,180,3
1717,160,1800,Run_1717,52,1.00E-05,180,3
1718,160,1800,Run_1718,52,2.00E-05,180,3
1719,160,1800,Run_1719,52,4.00E-05,180,3
1722,160,1800,Run_1722,48,1.00E-04,180,3
1723,160,2000,Run_1723,54,1.00E-05,180,3
1724,160,2000,Run_1724,53,2.00E-05,180,3
1725,160,2000,Run_1725,54,4.00E-05,180,3
1726,160,2000,Run_1726,54,6.00E-05,180,3
1727,160,2000,Run_1727,51,8.00E-05,180,3
1759,180,2000,Run_1759,51,1.00E-05,180,3
1760,180,2000,Run_1760,52,2.00E-05,180,3
1761,180,2000,Run_1761,52,4.00E-05,180,3
1762,180,2000,Run_1762,52,6.00E-05,180,3
1763,180,2000,Run_1763,48,8.00E-05,180,3
1790,200,1800,Run_1790,45,2.00E-05,180,3
1792,200,1800,Run_1792,44,6.00E-05,180,3
1891,40,1600,Run_1891,42,1.00E-05,200,3
1898,40,1800,Run_1898,46,2.00E-05,200,3
1905,40,2000,Run_1905,48,4.00E-05,200,3
1908,40,2000,Run_1908,46,1.00E-04,200,3
1933,80,1800,Run_1933,46,1.00E-05,200,3
1938,80,1800,Run_1938,41,1.00E-04,200,3
1972,100,1800,Run_1972,42,6.00E-05,200,3
2005,120,1800,Run_2005,42,1.00E-05,200,3
2006,120,1800,Run_2006,42,2.00E-05,200,3
2120,180,2000,Run_2120,41,2.00E-05,200,3
3095,120,2000,Run_3095,43,8.00E-05,260,3
3128,140,2000,Run_3128,51,2.00E-05,260,3
3130,140,2000,Run_3130,48,6.00E-05,260,3
3131,140,2000,Run_3131,44,8.00E-05,260,3
3166,160,2000,Run_3166,54,6.00E-05,260,3
3168,160,2000,Run_3168,51,1.00E-04,260,3
3200,180,2000,Run_3200,52,2.00E-05,260,3
3201,180,2000,Run_3201,51,4.00E-05,260,3
3235,200,2000,Run_3235,42,1.00E-05,260,3
3236,200,2000,Run_3236,44,2.00E-05,260,3
3451,120,2000,Run_3451,65,1.00E-05,280,3
3452,120,2000,Run_3452,70,2.00E-05,280,3
3453,120,2000,Run_3453,72,4.00E-05,280,3
3454,120,2000,Run_3454,71,6.00E-05,280,3
3455,120,2000,Run_3455,65,8.00E-05,280,3
3456,120,2000,Run_3456,56,1.00E-04,280,3
3487,140,2000,Run_3487,65,1.00E-05,280,3
3488,140,2000,Run_3488,77,2.00E-05,280,3
3489,140,2000,Run_3489,69,4.00E-05,280,3
3490,140,2000,Run_3490,72,6.00E-05,280,3
3491,140,2000,Run_3491,68,8.00E-05,280,3
3492,140,2000,Run_3492,58,1.00E-04,280,3
3518,160,1800,Run_3518,54,2.00E-05,280,3
3520,160,1800,Run_3520,54,6.00E-05,280,3
3521,160,1800,Run_3521,53,8.00E-05,280,3
3523,160,2000,Run_3523,72,1.00E-05,280,3
3524,160,2000,Run_3524,73,2.00E-05,280,3
3525,160,2000,Run_3525,74,4.00E-05,280,3
3527,160,2000,Run_3527,74,8.00E-05,280,3
3528,160,2000,Run_3528,77,1.00E-04,280,3
3559,180,2000,Run_3559,70,1.00E-05,280,3
3560,180,2000,Run_3560,78,2.00E-05,280,3
3561,180,2000,Run_3561,78,4.00E-05,280,3
3562,180,2000,Run_3562,72,6.00E-05,280,3
3563,180,2000,Run_3563,68,8.00E-05,280,3
3564,180,2000,Run_3564,68,1.00E-04,280,3
3595,200,2000,Run_3595,62,1.00E-05,280,3
3596,200,2000,Run_3596,66,2.00E-05,280,3
3597,200,2000,Run_3597,66,4.00E-05,280,3
3598,200,2000,Run_3598,67,6.00E-05,280,3
3599,200,2000,Run_3599,64,8.00E-05,280,3
3600,200,2000,Run_3600,64,1.00E-04,280,3
3698,40,1800,Run_3698,41,2.00E-05,300,3
3703,40,2000,Run_3703,48,1.00E-05,300,3
3723,80,1400,Run_3723,42,4.00E-05,300,3
3727,80,1600,Run_3727,53,1.00E-05,300,3
3728,80,1600,Run_3728,52,2.00E-05,300,3
3729,80,1600,Run_3729,52,4.00E-05,300,3
3733,80,1800,Run_3733,67,1.00E-05,300,3
3734,80,1800,Run_3734,67,2.00E-05,300,3
3735,80,1800,Run_3735,64,4.00E-05,300,3
3736,80,1800,Run_3736,60,6.00E-05,300,3
3737,80,1800,Run_3737,56,8.00E-05,300,3
3742,80,2000,Run_3742,74,6.00E-05,300,3
3743,80,2000,Run_3743,70,8.00E-05,300,3
3744,80,2000,Run_3744,62,1.00E-04,300,3
3763,100,1600,Run_3763,68,1.00E-05,300,3
3764,100,1600,Run_3764,66,2.00E-05,300,3
3765,100,1600,Run_3765,67,4.00E-05,300,3
3766,100,1600,Run_3766,62,6.00E-05,300,3
3767,100,1600,Run_3767,53,8.00E-05,300,3
3768,100,1600,Run_3768,52,1.00E-04,300,3
3769,100,1800,Run_3769,74,1.00E-05,300,3
3770,100,1800,Run_3770,78,2.00E-05,300,3
3771,100,1800,Run_3771,78,4.00E-05,300,3
3772,100,1800,Run_3772,74,6.00E-05,300,3
3773,100,1800,Run_3773,72,8.00E-05,300,3
3774,100,1800,Run_3774,64,1.00E-04,300,3
3779,100,2000,Run_3779,78,8.00E-05,300,3
3780,100,2000,Run_3780,74,1.00E-04,300,3
3793,120,1400,Run_3793,56,1.00E-05,300,3
3794,120,1400,Run_3794,60,2.00E-05,300,3
3795,120,1400,Run_3795,58,4.00E-05,300,3
3796,120,1400,Run_3796,56,6.00E-05,300,3
3797,120,1400,Run_3797,55,8.00E-05,300,3
3798,120,1400,Run_3798,52,1.00E-04,300,3
3799,120,1600,Run_3799,75,1.00E-05,300,3
3800,120,1600,Run_3800,76,2.00E-05,300,3
3801,120,1600,Run_3801,76,4.00E-05,300,3
3802,120,1600,Run_3802,74,6.00E-05,300,3
3803,120,1600,Run_3803,71,8.00E-05,300,3
3804,120,1600,Run_3804,67,1.00E-04,300,3
3810,120,1800,Run_3810,80,1.00E-04,300,3
3829,140,1400,Run_3829,62,1.00E-05,300,3
3830,140,1400,Run_3830,58,2.00E-05,300,3
3831,140,1400,Run_3831,60,4.00E-05,300,3
3832,140,1400,Run_3832,61,6.00E-05,300,3
3833,140,1400,Run_3833,58,8.00E-05,300,3
3834,140,1400,Run_3834,54,1.00E-04,300,3
3836,140,1600,Run_3836,80,2.00E-05,300,3
3839,140,1600,Run_3839,78,8.00E-05,300,3
3840,140,1600,Run_3840,70,1.00E-04,300,3
3865,160,1400,Run_3865,60,1.00E-05,300,3
3866,160,1400,Run_3866,58,2.00E-05,300,3
3867,160,1400,Run_3867,55,4.00E-05,300,3
3868,160,1400,Run_3868,56,6.00E-05,300,3
3869,160,1400,Run_3869,58,8.00E-05,300,3
3870,160,1400,Run_3870,54,1.00E-04,300,3
3872,160,1600,Run_3872,77,2.00E-05,300,3
3873,160,1600,Run_3873,80,4.00E-05,300,3
3874,160,1600,Run_3874,77,6.00E-05,300,3
3875,160,1600,Run_3875,76,8.00E-05,300,3
3876,160,1600,Run_3876,74,1.00E-04,300,3
3901,180,1400,Run_3901,55,1.00E-05,300,3
3902,180,1400,Run_3902,52,2.00E-05,300,3
3903,180,1400,Run_3903,52,4.00E-05,300,3
3904,180,1400,Run_3904,51,6.00E-05,300,3
3907,180,1600,Run_3907,74,1.00E-05,300,3
3908,180,1600,Run_3908,74,2.00E-05,300,3
3909,180,1600,Run_3909,75,4.00E-05,300,3
3910,180,1600,Run_3910,72,6.00E-05,300,3
3911,180,1600,Run_3911,74,8.00E-05,300,3
3912,180,1600,Run_3912,72,1.00E-04,300,3
3943,200,1600,Run_3943,60,1.00E-05,300,3
3944,200,1600,Run_3944,61,2.00E-05,300,3
3945,200,1600,Run_3945,62,4.00E-05,300,3
3946,200,1600,Run_3946,61,6.00E-05,300,3
3947,200,1600,Run_3947,60,8.00E-05,300,3
3948,200,1600,Run_3948,62,1.00E-04,300,3
3949,200,1800,Run_3949,76,1.00E-05,300,3
3950,200,1800,Run_3950,78,2.00E-05,300,3
3951,200,1800,Run_3951,77,4.00E-05,300,3
3952,200,1800,Run_3952,79,6.00E-05,300,3
3953,200,1800,Run_3953,78,8.00E-05,300,3
3954,200,1800,Run_3954,76,1.00E-04,300,3
